17,Alveolar type 1
1,Alveolar type 2
12,Alveolar type 2
19,Alveolar type 2
0,B cells
10,B cells
20,Ciliated cells
8,Dendritic cells
21,Dendritic cells
5,Endothelial cells
7,Endothelial cells
23,Endothelial cells
18,Goblet/Club cells
13,Fibroblasts
3,Macrophages
22,Macrophages
26,Macrophages
15,Macrophages
6,Monocytes
9,Monocytes
16,Neutrophils
28,Neutrophils
4,NK cells
11,NK cells
25,NK cells
2,T cells
14,T cells
